2024-05-14 17:19:19; , 78, 1.00221586227417, 0.5226160287857056, 0.7199999690055847
2024-05-14 17:19:22; , VAL, 78, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:19:34; , 79, 1.0018064975738525, 0.5208372473716736, 0.7199999690055847
2024-05-14 17:19:36; , VAL, 79, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:19:48; , 80, 1.0002201795578003, 0.5147600173950195, 0.7099999785423279
2024-05-14 17:19:51; , VAL, 80, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:20:03; , 81, 1.0002013444900513, 0.5114202499389648, 0.699999988079071
2024-05-14 17:20:05; , VAL, 81, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:20:17; , 82, 1.0004918575286865, 0.520642101764679, 0.6800000071525574
2024-05-14 17:20:19; , VAL, 82, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:20:31; , 83, 0.9998957514762878, 0.5078445076942444, 0.6899999976158142
2024-05-14 17:20:34; , VAL, 83, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:20:46; , 84, 0.9998944401741028, 0.5135524868965149, 0.699999988079071
2024-05-14 17:20:48; , VAL, 84, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 1.0, 7.0
2024-05-14 17:21:00; , 85, 1.00016450881958, 0.5087341666221619, 0.7099999785423279
2024-05-14 17:21:02; , VAL, 85, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:21:14; , 86, 0.9979381561279297, 0.5219549536705017, 0.7099999785423279
2024-05-14 17:21:17; , VAL, 86, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:21:29; , 87, 0.9987955093383789, 0.5134308934211731, 0.7299999594688416
2024-05-14 17:21:31; , VAL, 87, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:21:43; , 88, 0.9979767799377441, 0.5196897387504578, 0.7299999594688416
2024-05-14 17:21:45; , VAL, 88, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:21:57; , 89, 0.9979952573776245, 0.5169146060943604, 0.7299999594688416
2024-05-14 17:22:00; , VAL, 89, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:22:12; , 90, 0.9980136156082153, 0.5136849284172058, 0.7299999594688416
2024-05-14 17:22:14; , VAL, 90, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:22:26; , 91, 1.0010510683059692, 0.48805922269821167, 0.75
2024-05-14 17:22:28; , VAL, 91, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:22:40; , 92, 0.9999706745147705, 0.4905104637145996, 0.75
2024-05-14 17:22:43; , VAL, 92, 0.800000011920929, 6.0, 8.0, 6.0, 7.0, 4.0, 7.0
2024-05-14 17:22:55; , 93, 0.9996621608734131, 0.48716413974761963, 0.75
2024-05-14 17:22:57; , VAL, 93, 0.800000011920929, 6.0, 8.0, 6.0, 7.0, 4.0, 7.0
2024-05-14 17:23:09; , 94, 0.9986100196838379, 0.4863912761211395, 0.75
2024-05-14 17:23:11; , VAL, 94, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:23:23; , 95, 0.9981213212013245, 0.5033330321311951, 0.75
2024-05-14 17:23:26; , VAL, 95, 0.699999988079071, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:23:38; , 96, 0.9984213709831238, 0.49686574935913086, 0.7599999904632568
2024-05-14 17:23:40; , VAL, 96, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:23:52; , 97, 0.9987305998802185, 0.49440526962280273, 0.7599999904632568
2024-05-14 17:23:54; , VAL, 97, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:24:06; , 98, 0.9984744787216187, 0.49096524715423584, 0.7599999904632568
2024-05-14 17:24:09; , VAL, 98, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:24:20; , 99, 0.9987875819206238, 0.48990216851234436, 0.7599999904632568
2024-05-14 17:24:23; , VAL, 99, 0.75, 5.0, 9.0, 6.0, 8.0, 2.0, 7.0
2024-05-14 17:24:23; , Best Val Acc: 0.800000011920929
2024-05-14 17:24:35; , Test, 0.75, 0.6953125, 24.0, 37.0, 39.0, 42.0, 21.0, 23.0
